Feature,Family,ConsensusRank,ConsensusScore,BaseConsensusScore,GroupedStabilityFreq,GroupedPermutation,GWO_CandidateFreq,FamilyPriority,Methods_Selected_TopK,MeanRank,MI,MI_Rank,L1AbsCoef,L1AbsCoef_Rank,RFImportance,RFImportance_Rank,ExtraTreesImportance,ExtraTreesImportance_Rank,XGBImportance,XGBImportance_Rank,UnivariateSignal,UnivariateSignal_Rank
VEH_是否为挂车_ISTRAILER_2-否,other,668,0.3476811906816221,0.7754529767040553,0.0,0.0,0.0,0.25,1,521.5,0.0016510927047646007,1233.0,0.0,692.0,0.0001494943505955696,651.0,0.0008430571040635334,265.0,0.0,252.0,0.32923594656607486,36.0
VEH_夜视系统_NIGHTV1_0-不适用,light,669,0.3476610583836641,0.5504026459591602,0.0,0.0,0.0,0.85,0,1043.1666666666667,0.0,1389.0,0.0,692.0,2.4581957708268268e-05,1214.0,5.2372712126352407e-05,1134.0,0.0,252.0,0.036704197785665554,1578.0
降水量_NIEDR_4-中,other,670,0.3475949094046592,0.7752372735116481,0.0,0.0,0.0,0.25,0,522.0,0.013238182242115926,316.0,0.0,692.0,0.0005009644207705069,298.0,0.0006314764631767125,318.0,0.0,252.0,0.04801564733621882,1256.0
交通信号的视线障碍_VSSICHT_2-没有受限,other,671,0.3474603106125971,0.7349007765314927,0.06666666666666667,0.0,0.0,0.25,0,615.5,0.0,1389.0,0.0,692.0,0.00028356079009524805,431.0,0.0002569557966346177,570.0,0.004264884628355503,67.0,0.1447349397250436,544.0
VEH_语音控制_SPVORH1_2-无,other,672,0.3474223468507334,0.7748058671268335,0.0,0.0,0.0,0.25,0,523.0,0.018005994546800297,157.0,0.0,692.0,6.703789543331968e-05,946.0,0.00015444139776683556,797.0,0.0,252.0,0.28667688374516104,294.0
VEH_电池托盘材质_TRAYMAT_0-不适用,other,673,0.3473935864250791,0.7747339660626977,0.0,0.0,0.0,0.25,1,523.1666666666666,0.028540947835509867,19.0,0.0,692.0,7.296122886150091e-05,924.0,9.047195733258008e-05,985.0,0.0,252.0,0.3027331724383256,267.0
VEH_护栏类型_PLANKEA_0-不适用,other,674,0.34736482599942475,0.7746620649985619,0.0,0.0,0.0,0.25,0,523.3333333333334,0.002011728358468412,1194.0,0.0,692.0,0.0006967286611007078,239.0,0.00030828617984506864,502.0,0.0,252.0,0.3080302266487008,261.0
VEH_本次碰撞前是否制动_BRAKEBEF_9-未知,crash_type,675,0.3473065861374749,0.6057664653436872,0.0,0.0,0.0,0.7,0,914.8333333333334,0.014038620579777339,283.0,0.0,692.0,4.374851961621629e-05,1082.0,0.00010242320111234059,950.0,0.0,252.0,0.0028031352298446477,2230.0
碰撞前驾驶员意图_ABSICHT_4-向左变道,crash_type,676,0.3472490652861662,0.6056226632154156,0.0,0.0,0.0,0.7,0,915.1666666666666,0.0,1389.0,0.0,692.0,7.652853230350285e-05,909.0,0.00017531701172534018,712.0,0.0,252.0,0.04177346890703282,1537.0
事故地点区域_ORTSL_MISSING_OR_UNKNOWN,other,677,0.347192263445499,0.7742306586137476,0.0,0.0,0.0,0.25,0,524.3333333333334,0.0,1389.0,0.0,692.0,0.00073045813293586,229.0,0.0008930883362328081,257.0,0.0009539942839182913,243.0,0.2521488522777415,336.0
行驶车辆所在车道_FSTREIF_27-使用直行车道右转,lane,678,0.3470542134023584,0.623885533505896,0.0,0.0,0.0,0.65,0,872.8333333333334,0.014548413227370105,268.0,0.031043952018691177,514.0,7.266359904131419e-05,925.0,7.233461704562899e-05,1060.0,0.0,252.0,0.004299430430198166,2218.0
强光光源_BLENDD_0-不适用,other,679,0.34701970089157325,0.7737992522289331,0.0,0.0,0.0,0.25,0,525.3333333333334,0.0,1389.0,0.09161041308509457,254.0,0.00038451685730535404,358.0,0.00041990304765725424,413.0,0.0,252.0,0.1734864275289051,486.0
VEH_中部遮阳板_SBLENDM1_2-无,other,680,0.34701970089157325,0.7737992522289331,0.0,0.0,0.0,0.25,0,525.3333333333334,0.009496320049728446,566.0,0.0,692.0,0.0001733943008645454,582.0,0.0001740763854608393,716.0,0.0,252.0,0.2407242163062863,344.0
VEH_直流最大充电电流_DCCHC_MISSING_OR_UNKNOWN,other,681,0.34675050330744894,0.6931262582686224,0.13333333333333333,0.0,0.0,0.25,1,712.3333333333334,0.004926345118502873,939.0,0.0,692.0,1.4437778262967823e-05,1317.0,7.981512289920815e-05,1023.0,0.0,252.0,0.3292359465660748,51.0
星期_WOTAG_2-星期二,other,682,0.34667457578372163,0.772936439459304,0.0,0.0,0.0,0.25,0,527.3333333333334,0.0,1389.0,0.04925317040884342,421.0,0.002322840344627726,88.0,0.0032023251140180266,88.0,0.004232041072100401,70.0,0.05826132139752157,1108.0
路灯_STRABEL_1-有，具体未知,light,683,0.3466256830601093,0.5478142076502733,0.0,0.0,0.0,0.85,0,1049.1666666666667,0.01850911653172882,144.0,0.0,692.0,0.0,1576.0,0.0,1640.0,0.0,252.0,0.018326008632303943,1991.0
VEH_第二轴右侧轮胎胎压_TIREPR2R_MISSING_OR_UNKNOWN,other,684,0.3464732528041415,0.7724331320103537,0.0,0.0,0.0,0.25,1,528.5,0.015904131352429074,221.0,0.0,692.0,8.025715954582874e-05,890.0,7.117587773262028e-05,1065.0,0.0,252.0,0.3292359465660748,51.0
事故类型_UTYP_215-转弯-左转弯车辆与对向左转弯车辆,crash_type,685,0.3463287316652286,0.6033218291630715,0.0,0.0,0.0,0.7,0,920.5,0.0,1389.0,0.11792874794514395,185.0,0.0,1576.0,6.736770870357256e-05,1077.0,0.0,252.0,0.06278635529855806,1044.0
VEH_车辆用途_VEHUSAGE_19-网约车,vehicle_state,686,0.34614682197296526,0.659117054932413,0.0,0.0,0.0,0.55,0,791.1666666666666,0.0,1389.0,0.0,692.0,0.00010629198592426756,786.0,0.000156397087609315,783.0,0.0015567219816148281,232.0,0.07759384059057427,865.0
VEH_后行李舱与乘客的隔离方式_LUGCOMPIS_2-有固定隔板,other,687,0.3461373310324993,0.7315933275812482,0.06666666666666667,0.0,0.0,0.25,0,623.1666666666666,0.0,1389.0,0.0,692.0,0.0001653186699534085,606.0,0.0003264605816597278,473.0,0.0,252.0,0.26759210392111116,327.0
事故类型_UTYP_307-直行车辆与从右侧隔离带同向转入主路的车辆,crash_type,688,0.3461274086856485,0.6028185217141213,0.0,0.0,0.0,0.7,0,921.6666666666666,0.004093681540020544,1020.0,0.09271485345447561,250.0,2.291121461272663e-06,1531.0,1.5589522883242675e-05,1384.0,0.0,252.0,0.05969043373493378,1093.0
VEH_第二轴右侧轮胎尺寸-高宽比_TIRESIR2R_108-60,other,689,0.34607060684498137,0.7714265171124534,0.0,0.0,0.0,0.25,0,530.8333333333334,0.01036897477678389,490.0,0.0,692.0,0.00012368598630822949,732.0,0.00022193052485690288,619.0,0.0,252.0,0.2068593735062306,400.0
ARU事故原因1_URSWIS1_89-其他原因,other,690,0.346041846419327,0.7713546160483175,0.0,0.0,0.0,0.25,0,531.0,0.0,1389.0,0.025278540782566222,546.0,0.0008003212274202052,214.0,0.0008848970875224832,259.0,0.0,252.0,0.15367989250850925,526.0
VEH_行人主动安全系统_FGSCHUTZ1_4-爆燃式弹出引擎盖,safety,691,0.3460281852171413,0.5650704630428531,0.0,0.0,0.0,0.8,0,1009.1666666666666,0.0,1389.0,0.088400611637418,265.0,0.0,1576.0,0.0,1640.0,0.0,252.0,0.06730540197531809,933.0
VEH_变速器_GETRIEBE_4-自动变速器（AT）,other,692,0.3460130859936727,0.7712827149841818,0.0,0.0,0.0,0.25,2,531.1666666666666,0.0016117747124830828,1237.0,0.024932412329768776,548.0,0.003364733175311983,59.0,0.004221110233469707,59.0,0.002946087159216404,163.0,0.05700357441019964,1121.0
VEH_车辆轮胎数_VEHTIRENO_MISSING_OR_UNKNOWN,other,693,0.3460130859936727,0.7712827149841818,0.0,0.0,0.0,0.25,1,531.1666666666666,0.0181593005123879,152.0,0.0,692.0,1.2385510564163338e-05,1350.0,0.0001852998361751841,690.0,0.0,252.0,0.3292359465660748,51.0
VEH_车辆内部噪声_AKUSTIK1_MISSING_OR_UNKNOWN,other,694,0.3459268047167098,0.7710670117917745,0.0,0.0,0.0,0.25,1,531.6666666666666,0.02053754658607332,105.0,0.0,692.0,0.00026103323331766904,450.0,0.0,1640.0,0.0,252.0,0.3292359465660748,51.0
VEH_第二轴是否双胎_DOUTIRE2_2-否,other,695,0.3457346850733391,0.7305867126833477,0.06666666666666667,0.0,0.0,0.25,0,625.5,0.02278097628493514,62.0,0.0,692.0,6.489124884336784e-05,961.0,2.323089131152909e-06,1577.0,0.0,252.0,0.3262879808852051,209.0
VEH_胎压检测_RDRUCKK1_2-无,other,696,0.3454953983318953,0.7699884958297383,0.0,0.0,0.0,0.25,0,534.1666666666666,0.009414670797762925,573.0,0.0,692.0,0.00014144445886501278,672.0,0.00028570572425872675,534.0,0.002753007924184203,181.0,0.14012223854727054,553.0
事故类型_UTYP_344-路口，具有等待义务的直行车辆（A）与来自右侧对向自行车道的自行车,lane,697,0.34544362956571756,0.6198590739142938,0.0,0.0,0.0,0.65,0,882.1666666666666,0.0013481912238542115,1256.0,0.0060158466401224455,663.0,0.000159642836747283,617.0,0.0001094668997350281,932.0,0.0,252.0,0.03724123883280723,1573.0
不同行驶方向车道的隔离方法_MARK_2-未隔离,lane,698,0.345386108714409,0.6197152717860225,0.0,0.0,0.0,0.65,0,882.5,0.0,1389.0,0.0,692.0,9.519498876399757e-05,822.0,8.236028088695031e-05,1015.0,0.0,252.0,0.05518749416739359,1125.0
VEH_车辆内部噪声_AKUSTIK1_4-噪音水平适中,other,699,0.3451307161345987,0.7290767903364969,0.06666666666666667,0.0,0.0,0.25,0,629.0,0.0024159982680822534,1165.0,0.0,692.0,0.00021341256572567506,507.0,0.0002257593502452744,616.0,0.0,252.0,0.14640870752711344,542.0
公交车站对事故的影响_BUSHE_2-无,other,700,0.3450639919470808,0.768909979867702,0.0,0.0,0.0,0.25,0,536.6666666666666,0.007853884384245724,689.0,0.0,692.0,0.00017999044947843217,568.0,0.00023985248240994403,590.0,0.0,252.0,0.1942622977299852,429.0
年龄月数记录_ALTER2_24-24,age,701,0.3450345125107852,0.600086281276963,0.0,0.0,0.0,0.7,0,928.0,0.0,1389.0,0.13238206251768214,155.0,2.8474243750363456e-05,1177.0,1.5713090323874187e-05,1382.0,0.0,252.0,0.0487225622936677,1213.0
是否佩戴眼镜_BRILLEB_MISSING_OR_UNKNOWN,other,702,0.34486266896750073,0.7684066724187518,0.0,0.0,0.0,0.25,0,537.8333333333334,0.008275067765034061,659.0,0.0,692.0,0.00015426924928162023,632.0,0.0002093273527535856,641.0,0.0,252.0,0.2325705885236484,351.0
主动安全场景_ACSCE_901-T5-车辆左转遇从后方来的目标物,safety,703,0.34482024733966066,0.5620506183491516,0.0,0.0,0.0,0.8,0,1016.1666666666666,0.0,1389.0,0.16955332001535262,93.0,1.9221841479247652e-05,1258.0,5.4671257574660384e-05,1125.0,0.0,252.0,0.019038207930337975,1980.0
道路表面污染_SCHMUTZ_MISSING_OR_UNKNOWN,other,704,0.3447476272648835,0.7681190681622088,0.0,0.0,0.0,0.25,1,538.5,0.01852833454715852,143.0,0.0,692.0,0.0002558026882683707,453.0,0.0,1640.0,0.0,252.0,0.3292359465660748,51.0
事故前车辆要避让的对象_OBJAVOID_0-不适用,other,705,0.3445750647109577,0.7676876617773943,0.0,0.0,0.0,0.25,0,539.5,0.0,1389.0,0.19665075666262255,70.0,0.000436446335554457,328.0,0.0005243145978883061,362.0,0.0,252.0,0.08042468886386722,836.0
行人未注意_仅行人事故_FGAUFME_0-不适用,other,706,0.34451754385964917,0.7675438596491229,0.0,0.0,0.0,0.25,0,539.8333333333334,0.01982434405687572,117.0,0.0,692.0,7.635146751332588e-05,911.0,0.00012250567749804152,899.0,0.0,252.0,0.2325705885236483,368.0
VEH_第一轴右侧轮胎尺寸-宽度_TIRESIW1R_1006-205,other,707,0.34451754385964917,0.7675438596491229,0.0,0.0,0.0,0.25,0,539.8333333333334,0.009577373656165955,558.0,0.0,692.0,0.0002003617872829033,530.0,0.00024672181921475467,585.0,0.0,252.0,0.11949030276732371,622.0
VEH_胎压检测_RDRUCKK1_MISSING_OR_UNKNOWN,other,708,0.3445175438596491,0.7675438596491228,0.0,0.0,0.0,0.25,2,539.8333333333334,0.032924861789839666,4.0,0.0,692.0,0.00012589478739481792,724.0,6.13297083482426e-06,1516.0,0.0,252.0,0.3292359465660748,51.0
VEH_车辆类型（自定义）_FART_3-乘用车_≤9座,other,709,0.3444887834339948,0.7674719585849871,0.0,0.0,0.0,0.25,1,540.0,0.003910437704728764,1029.0,0.0,692.0,0.00011659884383573514,755.0,0.00032400430190948984,476.0,0.0,252.0,0.32923594656607486,36.0
事故类型_UTYP_543-停泊车辆_-_靠左停车与对向行驶车相撞,crash_type,710,0.34434426229508197,0.5983606557377049,0.0,0.0,0.0,0.7,0,932.0,0.003486321531904313,1071.0,0.11655890268915883,189.0,2.615740313546012e-06,1523.0,1.84086376680002e-05,1344.0,0.0,252.0,0.0487225622936677,1213.0
VEH_随车灭火器_FLFZG_2-否,other,711,0.3442299396031062,0.7668248490077655,0.0,0.0,0.0,0.25,0,541.5,0.007707980399759062,702.0,0.0,692.0,0.00015601331363682122,627.0,0.00025184655399965194,578.0,0.0,252.0,0.20936549828585788,398.0
VEH_第一轴左侧轮胎尺寸-高宽比_TIRESIR1L_108-60,other,712,0.34420117917745185,0.7667529479436296,0.0,0.0,0.0,0.25,0,541.6666666666666,0.010795986620520281,458.0,0.0,692.0,8.802780335716094e-05,854.0,0.00023876290675322356,592.0,0.0,252.0,0.20654510800464632,402.0
是否是实习期驾照_INTLIC_MISSING_OR_UNKNOWN,other,713,0.34408613747483463,0.7664653436870865,0.0,0.0,0.0,0.25,0,542.3333333333334,0.01631918278782707,203.0,0.0,692.0,7.74173947592294e-05,903.0,0.0001394800361455366,853.0,0.0,252.0,0.2325705885236484,351.0
VEH_第一轴左侧轮胎生产年份_TIREYE1L_MISSING_OR_UNKNOWN,other,714,0.344028616623526,0.766321541558815,0.0,0.0,0.0,0.25,1,542.6666666666666,0.017332968123670245,174.0,0.0,692.0,0.0,1576.0,0.0003045447380970288,511.0,0.0,252.0,0.3292359465660748,51.0
ARU事故原因3_URSWIS3_14-没有保持安全距离,safety,715,0.34384239286741447,0.5596059821685362,0.0,0.0,0.0,0.8,0,1021.8333333333334,0.00737676713248292,723.0,0.0684827838788138,334.0,0.0,1576.0,0.0,1640.0,0.0,252.0,0.034441829515914534,1606.0
VEH_刹车辅助系统_BREMSASS1_1-有，具体未知,other,716,0.34383649698015534,0.7258412424503883,0.06666666666666667,0.0,0.0,0.25,2,636.5,0.0,1389.0,0.0,692.0,0.004054897921813655,46.0,0.005661811660773667,31.0,0.0036685881204903126,101.0,0.03975988117695154,1560.0
事故类型_UTYP_581-停泊车辆_-_开门上下乘客（道路右侧边沿）,crash_type,717,0.34379781420765027,0.5969945355191256,0.0,0.0,0.0,0.7,1,935.1666666666666,0.026168117027685067,26.0,0.05343680493371484,389.0,2.169947737286763e-06,1533.0,2.0184789602734012e-05,1327.0,0.0,252.0,0.016996130540856563,2084.0
VEH_第一轴右侧轮胎尺寸-宽度_TIRESIW1R_1007-215,other,718,0.34374101236698296,0.7656025309174574,0.0,0.0,0.0,0.25,0,544.3333333333334,0.010316067992880207,494.0,0.011068182218532773,638.0,0.00010342414981699462,797.0,0.0001591137263476822,768.0,0.0038302838802337646,91.0,0.17387125934256284,478.0
VEH_车门数量_TUEREN_5-5,other,719,0.34359721023871154,0.7652430255967788,0.0,0.0,0.0,0.25,0,545.1666666666666,0.005236375577363228,919.0,0.0,692.0,0.0002183890482258294,501.0,0.0005546287046544277,347.0,0.0,252.0,0.13901831925639727,560.0
酒精测试结果_TESTERG_0-不适用,other,720,0.34356844981305723,0.765171124532643,0.0,0.0,0.0,0.25,0,545.3333333333334,0.011422447260621693,426.0,0.0,692.0,0.00014603296280374823,664.0,0.00010234238082252384,951.0,0.0,252.0,0.2937507129612518,287.0
VEH_交流最大充电电流_ACCHC_0,other,721,0.3434338510209951,0.7248346275524877,0.06666666666666667,0.0,0.0,0.25,0,638.8333333333334,0.008939366912236402,605.0,0.0,692.0,6.194293554358537e-05,979.0,7.649615458965331e-05,1038.0,0.0,252.0,0.3027331724383256,267.0
VEH_技术缺陷类型_2_TWELCH2_0-不适用,other,722,0.3432808455565143,0.7644521138912856,0.0,0.0,0.0,0.25,1,547.0,0.015681425068213573,230.0,0.0,692.0,0.0,1576.0,0.0003113684198620804,496.0,0.0,252.0,0.32923594656607486,36.0
VEH_第一轴右侧轮胎纹深_TIREDE1R_5-5,other,723,0.3432808455565143,0.7644521138912856,0.0,0.0,0.0,0.25,0,547.0,0.0122412402249783,367.0,0.0,692.0,0.00016914223667035985,594.0,0.00014455220708905374,834.0,0.0,252.0,0.14604206100626616,543.0
VEH_驱动形式_ANTR_MISSING_OR_UNKNOWN,other,724,0.3432808455565142,0.7644521138912855,0.0,0.0,0.0,0.25,0,547.0,0.0,1389.0,0.0,692.0,0.0008613667304980488,207.0,0.0003866951567691106,434.0,0.0,252.0,0.2738175245306832,308.0
事故类型_UTYP_233-转弯-往右变道的右转弯车辆与紧跟车辆,crash_type,725,0.3432226056945643,0.5955565142364108,0.0,0.0,0.0,0.7,0,938.5,0.0,1389.0,0.025110599935548657,547.0,0.00014985951785798107,650.0,0.0001974754163538412,660.0,0.0,252.0,0.014684919391630843,2133.0
事故地点区域_ORTSL_3-农村,other,726,0.34317500719010635,0.7241875179752659,0.06666666666666667,0.0,0.0,0.25,0,640.3333333333334,0.017977712986515515,159.0,0.0,692.0,0.000293061209080287,418.0,0.0005270460763487257,359.0,0.0,252.0,0.022910028134250367,1962.0
主动安全场景_ACSCE_904-T4-车辆左转遇从左侧来的目标物,safety,727,0.34306586137474837,0.5576646534368709,0.0,0.0,0.0,0.8,0,1026.3333333333333,0.0,1389.0,0.0,692.0,3.334128011243337e-06,1507.0,2.832878877686703e-05,1257.0,0.0,252.0,0.06256577026961611,1061.0
VEH_第二轴右侧轮胎尺寸-高宽比_TIRESIR2R_106-50,other,728,0.3428874029335634,0.7234685073339086,0.06666666666666667,0.0,0.0,0.25,0,642.0,0.013197019696268297,321.0,0.0,692.0,4.8027332383562466e-05,1054.0,8.191445381576466e-05,1017.0,0.0,252.0,0.15512368103475976,516.0
碰撞前的行驶方向_FZGRI_5-东,crash_type,729,0.3428199597354041,0.5945498993385102,0.0,0.0,0.0,0.7,0,940.8333333333334,0.0,1389.0,0.0,692.0,2.097270505375589e-05,1243.0,3.300308363824038e-05,1232.0,0.0,252.0,0.0801981333050176,837.0
VEH_第二轴左侧轮胎生产年份_TIREYE2L_2019-2019,other,730,0.34280112165660054,0.7232528041415013,0.06666666666666667,0.0,0.0,0.25,0,642.5,0.0,1389.0,0.15823166749812756,112.0,0.00018070797085880796,565.0,0.00019283283705755482,670.0,0.0,252.0,0.07748628671528505,867.0
道路表面几何_STRZB2_10-车道槽,lane,731,0.34268262870290483,0.612956571757262,0.0,0.0,0.0,0.65,0,898.1666666666666,0.007217773904789393,746.0,0.04974208438946479,418.0,4.047649266386691e-05,1097.0,1.9186738808909883e-05,1333.0,0.0,252.0,0.04056520343734151,1543.0
VEH_交流最大充电电压_ACCHV_0,other,732,0.3426481161921196,0.762870290480299,0.0,0.0,0.0,0.25,0,550.6666666666666,0.011815600148936678,397.0,0.0,692.0,0.00020293457026823,524.0,4.5372675056112936e-05,1172.0,0.0,252.0,0.3027331724383256,267.0
VEH_碰撞前的滑移偏离_SCHLEU_9-未知,crash_type,733,0.3424173137762439,0.5935432844406098,0.0,0.0,0.0,0.7,0,943.1666666666666,0.010848964011584972,455.0,0.0,692.0,0.0,1576.0,0.0,1640.0,0.0,252.0,0.06278635529855806,1044.0
VEH_发动机增压_TURBO_2-没有增压,other,734,0.342389272361231,0.7622231809030775,0.0,0.0,0.0,0.25,0,552.1666666666666,0.009606208414436379,553.0,0.0,692.0,0.000117194301779294,752.0,0.00018941618950712828,683.0,0.0,252.0,0.22492546845308067,381.0
VEH_夜间后视警告_RHILFNS1_1-有,light,735,0.34228285878631004,0.5369571469657751,0.0,0.0,0.0,0.85,0,1074.3333333333333,0.00521866337745025,920.0,0.0,692.0,0.0,1576.0,0.0,1640.0,0.0,252.0,0.047565149415449405,1366.0
VEH_第二轴左侧轮胎纹深_TIREDE2L_7-7,other,736,0.3421879493816508,0.7617198734541271,0.0,0.0,0.0,0.25,0,553.3333333333334,0.010673218627828662,467.0,0.0,692.0,0.000166998100909784,601.0,0.00016157528906450653,759.0,0.0,252.0,0.1414789107056547,549.0
事故类型_UTYP_229-转弯-左转弯，未指定是否是221_-_227,crash_type,737,0.3421584699453552,0.592896174863388,0.0,0.0,0.0,0.7,0,944.6666666666666,0.008519467795947033,641.0,0.09461868989568607,245.0,1.584934462439455e-05,1289.0,1.9346855284615264e-05,1330.0,0.0,252.0,0.025929171528244265,1911.0
行驶方向的车道数_FSPUR_9-9,lane,738,0.34199237848720165,0.611230946218004,0.0,0.0,0.0,0.65,0,902.1666666666666,0.00622849261764391,836.0,0.006283310285019433,660.0,5.4228541370658155e-06,1466.0,2.6351741859472076e-05,1266.0,0.0,252.0,0.06730540197531809,933.0
事故地点区域_ORTSL_2-市郊,other,739,0.3419670693126258,0.7211676732815646,0.06666666666666667,0.0,0.0,0.25,1,647.3333333333334,0.0028841212896468793,1127.0,0.21589906030217007,58.0,0.00024266072575738527,464.0,0.00041327769297851765,420.0,0.0,252.0,0.03935793867928985,1563.0
VEH_最高车速_MSD,other,740,0.3419578659764165,0.7611446649410412,0.0,0.0,0.0,0.25,2,554.6666666666666,0.023058352708956287,55.0,0.0,692.0,0.0006888225620249028,242.0,0.0001427126695942417,841.0,0.006742649246007204,23.0,0.04616783418276798,1475.0
身体残疾或其他特殊情况_UNVERMOG_MISSING_OR_UNKNOWN,other,741,0.34181406384814494,0.7607851596203624,0.0,0.0,0.0,0.25,1,555.5,0.0,1389.0,0.0,692.0,0.0003766114658632682,366.0,0.00024842222255865,583.0,0.0,252.0,0.3292359465660748,51.0
VEH_第一轴左侧轮胎纹深_TIREDE1L_6-6,other,742,0.34179450675870005,0.7207362668967501,0.06666666666666667,0.0,0.0,0.25,0,648.3333333333334,0.001558541270780145,1239.0,0.0,692.0,0.00013721826986610756,688.0,0.00022981366569538162,613.0,0.0,252.0,0.2053277115056793,406.0
事故类型_UTYP_673-纵向交通_-_道路左侧，车辆与同向行人之间,crash_type,743,0.3416120218579235,0.5915300546448087,0.0,0.0,0.0,0.7,0,947.8333333333334,0.0,1389.0,0.05565644841255707,378.0,5.301896180674294e-05,1032.0,5.0627382090930484e-05,1144.0,0.0,252.0,0.04419819917344159,1492.0
事故参与人数_ANZPERS_4-4,other,744,0.34155522001725624,0.7601380500431406,0.0,0.0,0.0,0.25,0,557.0,0.0,1389.0,0.0,692.0,0.0019088193275641448,109.0,0.002150438392439377,135.0,0.0018102034227922559,225.0,0.08802747888986757,792.0
道路类型_STRART_16-公路_等外公路,road_type,745,0.3415415588150705,0.5538538970376762,0.0,0.0,0.0,0.8,0,1035.1666666666667,0.00314098729570067,1104.0,0.0,692.0,0.0,1576.0,7.68692686537027e-06,1494.0,0.0,252.0,0.05969043373493378,1093.0
VEH_前雾灯的使用_NEBELV1_3-未启动,other,746,0.341526459591602,0.7600661489790049,0.0,0.0,0.0,0.25,0,557.1666666666666,0.00605864982652804,849.0,0.0,692.0,0.00016959925992631014,592.0,0.0002234907668131318,618.0,0.0,252.0,0.2490313768865536,340.0
转向反应_REAKTLE2_3-向左,other,747,0.3414493816508484,0.7198734541271211,0.06666666666666667,0.0,0.0,0.25,0,650.3333333333334,0.011830482744783044,396.0,0.10983734964025571,205.0,8.58217472245641e-05,862.0,0.0002045565767435882,648.0,0.0,252.0,0.04177346890703281,1539.0
VEH_第一轴左侧轮胎尺寸-轮辋直径_TIRESIH1L_7-R15,other,748,0.34141141788898477,0.759778544722462,0.0,0.0,0.0,0.25,0,557.8333333333334,0.01608086575544898,211.0,0.0577884386291237,366.0,5.3463117844737955e-05,1027.0,9.636095367764734e-05,971.0,0.0,252.0,0.15446112338017587,520.0
道路机非隔离形式_NOMOTLAME_10-绿化带,other,749,0.34099841817658905,0.6787460454414727,0.13333333333333333,0.0,0.0,0.25,0,745.6666666666666,0.0,1389.0,0.17167815552195428,90.0,9.15018560475627e-05,841.0,0.0001554650905183758,790.0,0.0,252.0,0.05771474531517379,1112.0
VEH_车辆的重心高度_VEHCGHT,other,750,0.3409224906528616,0.758556226632154,0.0,0.0,0.0,0.25,1,560.6666666666666,0.02348673305307214,52.0,0.0,692.0,0.00027623055419812606,435.0,0.0001387061446096515,857.0,0.0029782995115965605,160.0,0.049068661826003085,1168.0
血液测试_BLUTPR_2-否,other,751,0.3407499280989359,0.7581248202473397,0.0,0.0,0.0,0.25,0,561.6666666666666,0.0037835379305988237,1043.0,0.0,692.0,0.00025197532865343973,458.0,0.0001894670128302321,682.0,0.0,252.0,0.31158113872703447,243.0
VEH_变速器_GETRIEBE_5-机械式变速器（AMT）,other,752,0.340663646821973,0.7579091170549325,0.0,0.0,0.0,0.25,0,562.1666666666666,0.0,1389.0,0.0,692.0,0.0015862544261976298,138.0,0.00195830013663862,150.0,0.003718762891367078,99.0,0.07253691768602392,905.0
VEH_第二轴右侧轮胎生产星期_TIREWE2RL_99-未知,other,753,0.34063488639631867,0.7578372159907967,0.0,0.0,0.0,0.25,0,562.3333333333334,0.0033160889300962726,1091.0,0.045399387329149284,443.0,0.00017294450456035686,584.0,0.00025171264622053614,579.0,0.0,252.0,0.19583210179290197,425.0
VEH_挂车数量_NOTRAI_0-不适用,other,754,0.3405773655450101,0.7576934138625253,0.0,0.0,0.0,0.25,1,562.6666666666666,0.009048667298048318,596.0,0.0,692.0,8.02503751769911e-06,1427.0,0.000493432374550987,373.0,0.0,252.0,0.32923594656607486,36.0
事故类型_UTYP_262-转弯，右转车辆与让路等候车辆（A有等待义务）,crash_type,755,0.3405766465343687,0.5889416163359218,0.0,0.0,0.0,0.7,0,953.8333333333334,0.00115776702896353,1275.0,0.01651165256069799,596.0,9.227331782186587e-05,836.0,0.00011971132496680784,910.0,0.0,252.0,0.031771683050652075,1854.0
VEH_第二轴左侧轮胎生产星期_TIREWE2L_99-未知,other,756,0.34054860511935575,0.7576215127983894,0.0,0.0,0.0,0.25,0,562.8333333333334,0.018080627310812503,153.0,0.0,692.0,0.00012056552512465213,739.0,9.990426243021325e-05,960.0,0.0,252.0,0.1328972682656151,581.0
VEH_第二轴左侧轮胎尺寸-轮辋直径_TIRESIH2L_11-R17,other,757,0.3404048029910843,0.7572620074777107,0.0,0.0,0.0,0.25,0,563.6666666666666,0.008752854235287266,620.0,0.0,692.0,0.00016541224178620185,604.0,0.0001574560341474345,776.0,0.0,252.0,0.1845093926727545,438.0
VEH_车轴数_ACHSEN_2-2,other,758,0.3403656888121944,0.6771642220304862,0.13333333333333333,0.0,0.0,0.25,0,749.3333333333334,0.014625334637683673,263.0,0.0,692.0,7.417203241100174e-06,1440.0,0.0,1640.0,0.0,252.0,0.3262879808852051,209.0
降水量_NIEDR_MISSING_OR_UNKNOWN,other,759,0.34026100086281275,0.7569025021570318,0.0,0.0,0.0,0.25,0,564.5,0.00556590670334467,892.0,0.04799325882817965,431.0,0.00020614887863576917,517.0,0.0002208102551528885,622.0,0.0,252.0,0.109999972412493,673.0
