Feature,Family,ConsensusRank,ConsensusScore,BaseConsensusScore,GroupedStabilityFreq,GroupedPermutation,GWO_CandidateFreq,FamilyPriority,Methods_Selected_TopK,MeanRank,MI,MI_Rank,L1AbsCoef,L1AbsCoef_Rank,RFImportance,RFImportance_Rank,ExtraTreesImportance,ExtraTreesImportance_Rank,XGBImportance,XGBImportance_Rank,UnivariateSignal,UnivariateSignal_Rank
事故参与人数_ANZPERS_3-3,other,19,0.5717598732089225,0.9445642795513374,0.4666666666666667,0.0026505784997381174,0.5,0.25,3,129.5,0.016572373182859534,196.0,0.13267774548765565,154.0,0.0059924206248162535,30.0,0.008094181523117895,13.0,0.005337865091860294,38.0,0.2382147348893339,346.0
VEH_发动机功率_LSTG,other,20,0.5671691516872875,0.8979004889272363,0.4,0.0012668155277781128,1.0,0.25,1,237.66666666666666,0.02056986292934404,104.0,0.0,692.0,0.015513579435139611,13.0,0.003800937145061566,71.0,0.00376644148491323,97.0,0.18114074290227034,449.0
行驶车辆所在车道_FSTREIF_3-单向车道_单车道,lane,21,0.5623169852934953,0.8712251941328732,0.13333333333333333,0.004025221935038866,1.0,0.65,2,299.5,0.005706262883767854,882.0,0.16263713405216793,104.0,0.00391448779619011,49.0,0.005472658372299959,33.0,0.003824676154181361,93.0,0.11815519437210098,636.0
涉及人员数_BETAUSVU,other,22,0.5616789374037563,0.8830169686511361,0.3333333333333333,0.005892238583221891,1.0,0.25,2,272.1666666666667,0.006895771479530577,776.0,0.49902153183231535,5.0,0.0008148485426493888,213.0,0.0005276833885594068,358.0,0.014255602844059467,5.0,0.3008157706707329,276.0
VEH_碰撞前的滑移偏离_SCHLEU_2-没有偏离,crash_type,23,0.561394051059676,0.884742594190394,0.13333333333333333,0.009973077267374397,0.5,0.7,1,268.1666666666667,0.004282513879043437,1001.0,0.19028340461658844,76.0,0.0020768842731993817,101.0,0.002689823245883762,105.0,0.0062894923612475395,28.0,0.28376432443538413,298.0
VEH_是否与护栏碰撞_BARRCOLLI_2-否,crash_type,24,0.5404596019226044,0.89106988783434,0.0,0.002537489853127776,1.0,0.7,2,253.5,0.02526259648892415,33.0,0.0,692.0,0.0006660826365815177,246.0,0.0008027292514499055,276.0,0.0,252.0,0.33151675486306154,22.0
VEH_车高_HOEHE,vehicle_size,25,0.5391521426517112,0.807880356629278,0.4,0.0,0.0,0.8,2,446.3333333333333,0.011203643150328402,437.0,0.1593743858276926,108.0,0.01580406730731031,12.0,0.004746851041575538,49.0,0.0035480130463838577,107.0,0.02213583677226616,1965.0
FEATURE_Age_Group_老年_60,age,26,0.5369181175496199,0.8572763876905377,0.3333333333333333,0.002530723234864566,0.0,0.7,3,331.8333333333333,0.004107448880673381,1018.0,0.0010561583055744062,683.0,0.006893889774223963,27.0,0.010279034845098702,3.0,0.0,252.0,0.3456425571098213,8.0
人员类型_PTYPE_1-驾驶员,other,27,0.5359339752592305,0.8748921484037964,0.3333333333333333,0.00940557617987516,0.5,0.25,3,291.0,0.003848190709638155,1037.0,0.05352469718967114,388.0,0.005630971877693167,33.0,0.007216812102480796,15.0,0.01081443578004837,7.0,0.30316653942468585,266.0
道路类型_STRART_MISSING_OR_UNKNOWN,road_type,28,0.5342249065286166,0.8355622663215415,0.3333333333333333,0.0,0.0,0.8,2,382.1666666666667,0.0,1389.0,0.05503104246165062,380.0,0.004682115817774999,36.0,0.005753834172421535,29.0,0.0034093924332410097,125.0,0.25469768089503425,334.0
