Feature_Space,Model,AUROC_mean,AUROC_sd,AUPRC_mean,AUPRC_sd,AUPRC_Gain_mean,Recall_mean,Balanced_Accuracy_mean,F1_5_mean,Runs,Protocol
Selected25,Logistic_Selected25,0.692444003247705,0.018954224125281433,0.8100112275785911,0.02030041297123605,0.14362689026712666,0.6445326523518555,0.6411596517189588,0.680792918242727,10,train-only repeated grouped holdout / internal resampling
Selected25,RandomForest_Selected25,0.6810466836845279,0.019296426020601037,0.8007825914465654,0.021338870504439195,0.13439825413510098,0.8424904618160987,0.5937050903865697,0.8002854759524152,10,train-only repeated grouped holdout / internal resampling
Selected25,XGBoost_Selected25,0.6872636251710029,0.020149382274153176,0.808768848256445,0.024136915214722277,0.14238451094498067,0.6979179689758451,0.627395530684359,0.7154409164070914,10,train-only repeated grouped holdout / internal resampling
